statusCheckingAccount,duration,creditHistory,purpose,creditAmount,savings,presentEmployment,installmentRate,statusAndSex,otherDebtors,presentResidence,property,age,otherInstallmentPlans,housing,numberExistingCredits,job,numberLiablePeople,telephone,foreignWorker,costMatrix,ageRange
A11,18,A31,car#1,2993,A61,A73,2,A94,A101,4,A123,35,A143,A152,2,A173,1,A192,A201,2,fifties
A14,36,A34,home_appliance#1,7174,A61,A74,4,A93,A101,2,A123,27,A143,A151,1,A173,1,A191,A201,1,fifties
A12,24,A32,car#1,3812,A64,A73,4,A92,A101,2,A121,35,A143,A152,1,A174,1,A192,A201,1,forties
A11,24,A34,education#1,409,A61,A74,3,A92,A101,4,A123,74,A143,A152,1,A173,1,A192,A201,2,twenties
A14,24,A32,equipment#1,1244,A61,A73,4,A92,A101,2,A121,40,A143,A152,1,A172,1,A191,A201,1,thirties
A12,12,A34,business#2,3186,A61,A74,1,A93,A101,4,A122,48,A143,A152,1,A172,1,A191,A201,1,twenties
A13,27,A32,equipment#1,4933,A61,A71,4,A93,A101,3,A122,39,A141,A152,2,A173,2,A191,A201,1,twenties
A11,15,A33,business#2,8335,A63,A73,3,A92,A101,2,A122,44,A143,A152,1,A174,1,A191,A201,1,twenties
A14,12,A33,car#1,3181,A61,A74,4,A93,A101,4,A122,34,A143,A152,1,A172,1,A192,A201,1,forties
A14,48,A32,car#1,1200,A62,A73,3,A92,A101,2,A121,40,A143,A151,2,A174,1,A191,A201,1,forties
A12,24,A32,business#2,766,A61,A73,4,A92,A101,2,A122,50,A143,A152,1,A172,2,A191,A201,2,thirties
A12,30,A34,radio#2,2406,A61,A74,4,A92,A102,3,A123,30,A143,A152,1,A173,1,A191,A201,1,thirties
A14,24,A32,retraining#1,7409,A61,A75,4,A94,A103,1,A124,24,A143,A152,2,A173,1,A192,A201,1,thirties
A14,60,A32,car#1,666,A61,A73,2,A93,A101,4,A121,37,A143,A152,1,A172,1,A191,A201,2,twenties
A12,12,A32,car#1,14896,A62,A73,3,A94,A101,1,A122,33,A141,A151,2,A173,1,A191,A201,1,fifties
A12,24,A33,furniture#1,4605,A64,A75,4,A93,A101,1,A122,37,A143,A152,1,A173,1,A192,A201,1,fifties
A11,48,A32,equipment#1,2743,A62,A73,1,A93,A101,2,A121,49,A143,A152,1,A172,1,A192,A201,1,twenties
A12,30,A32,retraining#1,1262,A61,A73,4,A93,A101,4,A121,20,A143,A152,1,A172,2,A192,A201,1,thirties
A14,6,A32,furniture#1,1372,A61,A75,3,A92,A101,2,A121,34,A143,A152,3,A172,1,A191,A201,1,twenties
A11,60,A32,car#1,1647,A65,A74,4,A92,A101,2,A121,30,A143,A152,1,A173,1,A192,A201,1,twenties
A14,24,A31,furniture#1,1175,A65,A75,2,A93,A101,3,A121,36,A143,A152,2,A173,2,A191,A201,1,sixties
A11,14,A32,radio#2,2069,A65,A75,3,A93,A101,3,A123,41,A143,A152,1,A173,1,A191,A201,1,twenties
A11,12,A34,equipment#1,1582,A61,A75,4,A93,A101,3,A122,36,A142,A151,1,A173,1,A192,A201,1,twenties
A12,18,A32,furniture#1,1908,A61,A75,3,A92,A101,3,A121,34,A143,A152,1,A173,1,A191,A201,1,fifties
A12,21,A32,repair#1,5493,A61,A71,3,A92,A101,4,A121,47,A143,A152,1,A173,2,A191,A201,1,thirties
A12,18,A34,education#1,2570,A61,A72,4,A93,A101,3,A121,36,A143,A152,1,A174,2,A192,A201,1,thirties
A14,10,A32,furniture#1,1514,A61,A75,4,A92,A101,3,A123,52,A143,A152,2,A172,2,A192,A201,1,forties
A11,36,A32,television#3,7253,A61,A74,2,A93,A101,4,A123,35,A143,A153,2,A173,2,A192,A201,1,twenties
A11,6,A32,business#2,6560,A61,A73,3,A93,A101,2,A123,29,A141,A152,1,A172,1,A191,A201,1,thirties
A14,12,A32,car#1,1199,A65,A75,2,A93,A101,1,A123,32,A143,A152,2,A173,1,A192,A201,1,fifties
A14,36,A34,car#1,1262,A61,A74,4,A93,A101,2,A123,27,A143,A152,1,A173,1,A191,A201,1,twenties
A11,39,A32,home_appliance#1,4788,A61,A75,2,A92,A101,3,A121,65,A143,A152,1,A173,1,A191,A201,1,twenties
A11,6,A32,equipment#1,781,A61,A72,3,A94,A101,1,A123,29,A143,A152,2,A173,1,A191,A201,1,twenties
A12,24,A33,furniture#1,1372,A61,A75,2,A93,A101,3,A122,39,A143,A152,2,A172,1,A192,A201,2,fifties
A14,24,A32,radio#2,2892,A62,A74,3,A93,A101,3,A124,30,A143,A152,1,A174,1,A192,A201,2,forties
A14,6,A32,retraining#1,1505,A61,A75,1,A94,A101,2,A121,25,A143,A153,1,A173,1,A192,A201,1,fifties
A12,18,A34,equipment#1,1927,A61,A75,4,A93,A101,4,A123,23,A141,A152,1,A172,1,A192,A201,2,twenties
A14,15,A34,equipment#1,753,A61,A75,3,A93,A101,4,A121,27,A143,A152,2,A173,1,A192,A201,1,twenties
A14,24,A32,car#1,717,A61,A73,4,A93,A101,2,A123,53,A143,A152,1,A173,1,A191,A201,1,twenties
A12,21,A34,business#2,3590,A65,A74,3,A93,A103,2,A121,26,A143,A152,1,A171,1,A191,A201,2,twenties
A14,36,A31,car#1,5842,A61,A74,1,A93,A101,2,A122,44,A143,A153,1,A173,1,A191,A201,1,thirties
A12,9,A33,purpose#2,1569,A65,A75,1,A92,A101,2,A121,22,A143,A151,2,A173,2,A192,A201,2,thirties
A14,12,A32,furniture#1,3518,A65,A75,4,A93,A101,2,A121,23,A143,A152,1,A173,1,A191,A201,2,thirties
A11,18,A32,furniture#1,12612,A63,A73,2,A92,A101,4,A123,35,A141,A153,1,A172,1,A192,A201,1,sixties
A14,24,A34,education#1,3552,A61,A73,4,A93,A101,2,A123,28,A143,A152,2,A172,2,A192,A201,1,thirties
A14,60,A32,furniture#1,1445,A61,A75,1,A93,A103,4,A124,43,A143,A152,1,A174,1,A191,A201,1,twenties
A12,12,A32,repair#1,1360,A61,A73,4,A92,A101,3,A122,34,A143,A152,1,A172,2,A191,A201,2,twenties
A14,15,A32,car#1,9277,A61,A75,1,A92,A101,3,A123,39,A143,A152,1,A173,1,A191,A201,1,thirties
A12,9,A32,home_appliance#1,753,A65,A74,2,A93,A101,2,A121,24,A143,A152,1,A173,1,A191,A201,1,twenties
A14,21,A31,furniture#1,3527,A65,A75,4,A93,A101,2,A123,29,A143,A152,2,A173,1,A191,A201,1,thirties
A14,12,A33,purpose#2,3573,A65,A75,2,A93,A101,1,A123,44,A143,A152,1,A172,1,A192,A201,1,twenties
A11,24,A33,car#1,8335,A64,A75,4,A92,A101,1,A121,34,A142,A152,1,A173,2,A191,A201,2,forties
A13,12,A32,education#1,2255,A61,A73,4,A93,A101,2,A123,24,A143,A152,1,A174,1,A192,A201,1,twenties
A14,18,A32,car#1,2331,A61,A75,4,A93,A101,2,A121,27,A143,A152,1,A173,1,A191,A201,1,forties
A14,24,A34,business#2,13756,A61,A71,1,A93,A101,3,A121,46,A143,A152,1,A174,1,A191,A201,2,forties
A12,48,A34,car#1,4843,A65,A73,4,A93,A101,2,A121,45,A141,A152,1,A172,1,A192,A201,1,twenties
A13,12,A34,furniture#1,1154,A61,A72,4,A92,A101,4,A121,26,A143,A152,2,A173,1,A191,A201,1,thirties
A14,9,A34,education#1,1957,A61,A75,4,A93,A101,3,A123,26,A143,A152,2,A173,2,A191,A201,1,thirties
A14,24,A34,education#1,4057,A61,A72,2,A92,A102,3,A121,45,A142,A152,1,A173,1,A191,A201,2,forties
A11,36,A32,equipment#1,1371,A65,A74,4,A93,A101,2,A123,40,A143,A153,1,A174,1,A192,A202,2,thirties
A14,7,A33,furniture#1,5117,A61,A72,2,A93,A101,1,A121,38,A143,A152,2,A172,1,A191,A201,1,twenties
A13,9,A34,radio#2,10366,A65,A75,3,A92,A101,2,A123,27,A143,A152,1,A173,1,A191,A201,1,thirties
A14,36,A32,equipment#1,1228,A62,A73,4,A92,A101,1,A123,27,A143,A152,1,A172,1,A192,A201,1,twenties
A11,18,A34,business#2,1845,A65,A73,4,A93,A101,2,A123,35,A143,A152,1,A173,1,A192,A201,1,twenties
A12,24,A34,retraining#1,5433,A61,A75,2,A93,A101,2,A123,28,A143,A151,2,A172,1,A192,A201,1,forties
A11,24,A32,equipment#1,3757,A63,A75,4,A92,A101,4,A122,27,A143,A152,1,A173,1,A192,A201,1,twenties
A11,36,A32,education#1,1098,A61,A75,4,A92,A101,4,A121,24,A143,A152,2,A174,1,A192,A201,1,sixties
A13,6,A33,furniture#1,2788,A61,A72,4,A92,A101,3,A123,35,A143,A152,1,A172,1,A191,A201,2,thirties
A14,15,A33,car#1,9398,A61,A71,1,A92,A101,4,A121,36,A143,A152,2,A173,1,A191,A201,1,sixties
A11,24,A32,purpose#2,1950,A61,A74,2,A93,A101,2,A123,39,A143,A152,2,A173,1,A191,A201,1,twenties
A14,6,A32,equipment#1,1207,A61,A75,3,A92,A101,4,A123,36,A143,A151,3,A173,2,A192,A201,1,thirties
A12,18,A32,television#3,2625,A65,A75,4,A92,A101,2,A121,64,A143,A152,2,A174,1,A192,A201,1,twenties
A14,18,A32,furniture#1,7758,A63,A73,4,A93,A101,2,A123,26,A143,A152,1,A173,2,A192,A201,1,twenties
A14,18,A32,repair#1,1963,A61,A73,4,A93,A101,4,A123,25,A143,A152,1,A174,1,A191,A201,1,forties
A11,24,A30,furniture#1,886,A61,A73,1,A93,A101,3,A122,36,A143,A153,2,A174,1,A191,A201,1,thirties
A11,18,A33,car#1,5743,A61,A75,2,A93,A101,1,A121,31,A143,A151,2,A173,1,A191,A201,1,forties
A12,12,A32,equipment#1,7472,A61,A73,1,A93,A101,4,A123,42,A143,A151,2,A174,1,A191,A201,2,thirties
A13,36,A34,education#1,618,A61,A72,4,A94,A101,2,A121,37,A141,A152,1,A173,1,A191,A201,1,sixties
A12,39,A32,equipment#1,11054,A63,A74,2,A93,A101,2,A123,39,A143,A151,1,A172,1,A192,A201,1,fifties
A12,12,A32,television#3,2118,A61,A73,2,A91,A101,2,A121,30,A143,A152,2,A173,1,A191,A201,1,twenties
A12,24,A34,equipment#1,2348,A61,A72,4,A93,A101,2,A121,36,A143,A153,2,A173,1,A191,A202,2,thirties
A14,6,A34,home_appliance#1,1543,A61,A71,4,A93,A101,4,A124,52,A141,A151,1,A173,1,A191,A201,1,fifties
A14,10,A33,television#3,1295,A61,A73,4,A94,A101,4,A123,33,A143,A152,2,A171,1,A191,A201,1,twenties
A14,36,A33,purpose#2,4153,A61,A74,2,A94,A101,2,A122,25,A143,A152,2,A173,1,A191,A201,1,twenties
A11,24,A34,equipment#1,2404,A61,A75,4,A91,A101,2,A123,26,A143,A152,1,A173,1,A192,A201,1,thirties
A12,36,A31,furniture#1,8947,A65,A73,1,A93,A101,4,A122,47,A142,A152,2,A173,1,A191,A201,1,forties
A14,18,A32,retraining#1,3235,A62,A73,4,A92,A101,2,A124,27,A143,A152,2,A173,1,A192,A201,1,twenties
A11,12,A32,furniture#1,2835,A65,A74,1,A93,A101,2,A123,36,A143,A152,2,A173,1,A191,A201,1,twenties
A12,12,A34,car#1,2012,A61,A73,4,A93,A101,2,A122,41,A143,A152,2,A174,1,A192,A201,2,sixties
A14,12,A32,car#1,1555,A62,A75,2,A92,A101,2,A121,30,A141,A152,4,A173,1,A192,A201,2,twenties
A12,12,A34,furniture#1,8133,A65,A75,4,A92,A101,2,A124,32,A143,A152,1,A173,2,A191,A201,1,fifties
A14,18,A32,radio#2,1244,A61,A75,4,A92,A101,2,A123,43,A143,A152,1,A173,1,A191,A201,2,thirties
A12,24,A34,radio#2,6568,A61,A73,4,A93,A101,3,A123,27,A143,A152,1,A172,1,A191,A201,1,twenties
A12,24,A34,retraining#1,1239,A61,A72,4,A92,A102,4,A124,45,A143,A152,1,A172,1,A191,A201,1,twenties
A12,36,A32,repair#1,3017,A65,A73,4,A93,A103,3,A123,24,A143,A152,2,A173,1,A191,A201,1,seventies
A14,6,A34,business#2,1223,A65,A74,2,A92,A101,2,A122,28,A143,A152,2,A174,2,A192,A201,1,twenties
A11,24,A32,business#2,932,A61,A74,3,A93,A101,2,A124,37,A143,A152,1,A173,1,A191,A201,1,twenties
A11,48,A33,education#1,760,A63,A73,4,A93,A101,4,A123,24,A143,A151,1,A173,1,A191,A201,1,twenties
A11,27,A34,home_appliance#1,8487,A61,A73,1,A93,A101,3,A123,26,A143,A152,2,A174,1,A191,A201,1,thirties
A14,6,A32,purpose#2,1206,A61,A74,3,A93,A101,2,A124,23,A143,A153,1,A173,1,A191,A201,1,twenties
A12,10,A34,equipment#1,939,A65,A71,1,A93,A101,4,A121,20,A141,A152,2,A174,1,A191,A201,2,twenties
A14,6,A31,equipment#1,4611,A61,A73,3,A93,A101,3,A121,51,A143,A152,1,A173,1,A191,A201,1,thirties
A11,24,A32,repair#1,1245,A61,A71,4,A93,A101,4,A121,40,A143,A152,1,A172,1,A191,A201,1,thirties
A14,45,A32,car#1,590,A61,A75,4,A93,A101,4,A123,22,A143,A153,2,A173,2,A192,A202,1,thirties
A13,36,A32,education#1,1262,A65,A73,3,A93,A103,2,A121,30,A143,A152,3,A174,2,A192,A201,1,forties
A14,24,A32,home_appliance#1,2100,A65,A72,4,A92,A101,4,A121,37,A143,A152,2,A174,1,A191,A201,1,sixties
A11,12,A32,used-car#1,1282,A61,A75,2,A93,A101,3,A123,31,A143,A152,3,A173,1,A191,A201,2,twenties
A14,12,A32,repair#1,2762,A65,A71,4,A91,A101,4,A121,46,A143,A152,1,A173,1,A191,A201,2,forties
A11,18,A30,car#1,1288,A62,A75,2,A93,A101,4,A123,42,A142,A152,2,A173,1,A191,A201,1,thirties
A14,24,A32,business#2,8072,A62,A72,4,A93,A101,2,A121,40,A141,A152,2,A172,1,A191,A201,2,thirties
A12,6,A32,radio#2,2116,A61,A73,4,A94,A102,4,A122,35,A143,A152,2,A172,2,A191,A201,1,forties
A14,13,A32,education#1,3001,A63,A73,4,A93,A101,4,A121,30,A142,A153,1,A173,1,A192,A201,2,twenties
A12,48,A32,purpose#2,975,A65,A74,4,A92,A101,3,A123,24,A143,A153,1,A173,1,A192,A201,1,thirties
A12,12,A32,business#2,1299,A61,A74,4,A93,A101,4,A124,27,A143,A152,1,A174,1,A192,A201,1,thirties
A12,12,A34,business#2,2924,A61,A73,2,A94,A101,2,A123,34,A142,A152,2,A173,1,A191,A201,2,twenties
A14,24,A32,purpose#2,717,A64,A74,1,A92,A103,4,A121,54,A143,A152,2,A172,1,A192,A201,1,twenties
A12,6,A32,business#2,717,A61,A73,3,A91,A101,2,A121,36,A141,A152,1,A173,1,A191,A201,1,thirties
A14,6,A34,business#2,10366,A63,A75,4,A93,A101,4,A122,31,A143,A151,1,A173,1,A191,A201,2,twenties
A12,9,A32,furniture#1,3777,A61,A75,1,A92,A101,2,A122,23,A141,A152,1,A173,1,A192,A201,1,forties
A12,12,A30,furniture#1,12169,A61,A75,1,A92,A101,2,A121,30,A143,A152,2,A172,1,A191,A201,1,twenties
A12,12,A31,purpose#2,1474,A61,A72,4,A93,A102,4,A123,25,A143,A151,1,A172,1,A191,A201,2,thirties
A14,6,A34,repair#1,7685,A61,A75,4,A93,A101,4,A123,32,A143,A151,1,A173,1,A192,A201,2,thirties
A11,24,A34,equipment#1,2348,A61,A73,4,A92,A101,4,A123,34,A141,A152,1,A172,1,A192,A201,2,forties
A12,36,A34,equipment#1,626,A64,A75,1,A93,A101,1,A123,28,A143,A152,2,A173,1,A191,A201,2,twenties
A12,48,A33,furniture#1,860,A65,A74,4,A93,A101,1,A121,45,A143,A152,1,A174,1,A191,A201,2,thirties
A14,10,A34,furniture#1,4249,A63,A75,1,A92,A101,2,A121,28,A143,A151,2,A173,1,A191,A201,1,forties
A12,12,A34,business#2,8229,A65,A73,2,A92,A101,4,A121,43,A143,A151,1,A172,1,A192,A201,2,twenties
A14,24,A34,radio#2,939,A64,A72,2,A92,A101,2,A124,28,A143,A152,1,A173,1,A191,A201,1,fifties
A14,27,A34,repair#1,2028,A61,A74,4,A93,A101,4,A124,30,A143,A151,1,A173,1,A192,A201,1,forties
A12,15,A32,car#1,1163,A61,A73,3,A92,A101,4,A122,23,A143,A152,2,A171,1,A192,A201,1,thirties
A12,18,A34,education#1,654,A61,A74,3,A94,A101,2,A124,30,A143,A152,1,A173,1,A191,A201,1,twenties
A11,18,A31,furniture#1,7966,A61,A73,2,A93,A101,3,A123,21,A143,A151,2,A174,1,A191,A201,1,thirties
A13,30,A34,business#2,1337,A61,A73,4,A92,A101,2,A121,30,A143,A151,1,A173,1,A192,A201,1,sixties
A14,6,A34,home_appliance#1,7228,A61,A73,4,A93,A101,2,A121,31,A143,A152,1,A173,1,A191,A201,1,thirties
A12,6,A32,purpose#2,1309,A61,A75,3,A94,A101,1,A124,57,A143,A152,2,A172,1,A192,A201,2,twenties
A14,24,A34,business#2,4042,A61,A71,3,A92,A101,2,A123,24,A143,A152,1,A173,1,A192,A201,1,twenties
A12,21,A32,equipment#1,2096,A61,A71,2,A93,A101,1,A121,23,A143,A152,2,A174,1,A191,A201,2,twenties
A11,15,A32,repair#1,2145,A61,A71,4,A93,A102,3,A122,34,A143,A152,4,A173,1,A191,A201,2,thirties
A12,60,A32,business#2,1309,A61,A73,3,A93,A103,4,A124,43,A143,A152,2,A173,2,A191,A201,1,thirties
A11,12,A32,radio#2,1965,A61,A73,4,A93,A101,2,A123,36,A143,A151,2,A173,1,A191,A201,1,twenties
A14,10,A32,equipment#1,4526,A61,A72,4,A92,A101,2,A123,54,A143,A151,2,A173,1,A191,A201,2,twenties
A13,9,A32,purpose#2,1388,A61,A72,2,A92,A101,4,A123,47,A143,A151,3,A174,1,A191,A201,1,twenties
A14,42,A32,home_appliance#1,3499,A61,A74,3,A94,A101,3,A122,42,A143,A152,2,A173,1,A191,A201,1,seventies
A11,24,A32,car#1,1680,A64,A73,3,A93,A101,4,A121,33,A143,A152,2,A172,1,A191,A201,1,fifties
A13,24,A31,education#1,1158,A62,A73,4,A93,A101,1,A121,42,A143,A152,1,A172,1,A191,A201,1,forties
A11,18,A32,furniture#1,754,A61,A74,1,A92,A101,3,A122,21,A143,A151,1,A174,1,A192,A201,2,twenties
A11,9,A32,furniture#1,1901,A61,A74,4,A93,A101,3,A124,27,A143,A152,1,A172,1,A191,A201,1,thirties
A14,33,A32,car#1,1228,A65,A72,1,A93,A101,4,A123,32,A143,A153,1,A173,1,A191,A201,2,twenties
A12,45,A32,home_appliance#1,3414,A62,A75,4,A93,A101,2,A123,29,A143,A152,2,A173,1,A191,A201,1,twenties
A14,24,A32,business#2,571,A61,A73,4,A93,A101,4,A122,26,A143,A152,2,A173,2,A191,A201,2,twenties
A14,9,A32,equipment#1,2570,A65,A74,3,A93,A101,2,A123,30,A143,A151,1,A173,1,A192,A201,1,twenties
A14,24,A32,car#1,1028,A63,A71,3,A94,A101,4,A121,49,A143,A152,2,A173,1,A191,A201,2,twenties
A14,6,A31,furniture#1,4576,A61,A73,4,A93,A101,4,A122,25,A143,A152,1,A173,1,A192,A201,1,twenties
A11,11,A34,purpose#2,753,A61,A73,3,A92,A101,4,A124,30,A143,A153,1,A172,1,A191,A201,1,forties
A12,36,A33,purpose#2,708,A61,A74,1,A92,A101,3,A123,28,A143,A152,2,A173,2,A191,A201,1,forties
A14,24,A32,used-car#1,750,A65,A71,4,A92,A101,2,A124,33,A143,A152,1,A173,1,A191,A201,1,thirties
A11,6,A34,furniture#1,3051,A61,A74,4,A94,A101,4,A123,27,A142,A151,2,A172,1,A192,A201,1,thirties
A12,24,A31,car#1,1905,A62,A74,2,A93,A102,2,A121,24,A143,A153,2,A173,1,A191,A201,1,twenties
A11,18,A32,car#1,2069,A65,A72,4,A93,A101,4,A123,26,A143,A151,1,A173,1,A191,A201,2,thirties
A11,36,A32,furniture#1,683,A61,A75,1,A94,A101,4,A123,35,A143,A153,1,A172,2,A192,A201,2,twenties
A11,10,A34,radio#2,1360,A62,A75,2,A93,A101,4,A123,27,A143,A152,1,A173,1,A191,A201,1,forties
A11,36,A32,car#1,3059,A61,A73,2,A93,A101,4,A122,21,A143,A152,1,A173,1,A191,A201,2,twenties
A12,6,A34,car#1,1437,A65,A72,1,A93,A101,4,A121,67,A141,A152,2,A173,1,A192,A201,1,twenties
A14,27,A32,car#1,1381,A61,A73,4,A93,A101,3,A121,25,A143,A152,2,A173,1,A191,A201,1,thirties
A12,11,A34,education#1,6758,A64,A73,4,A92,A101,2,A124,24,A141,A151,3,A172,2,A191,A201,1,twenties
A14,24,A31,car#1,7253,A61,A72,1,A93,A101,2,A122,55,A143,A153,1,A173,1,A191,A201,1,twenties
A12,24,A34,furniture#1,1474,A65,A75,4,A93,A102,4,A123,57,A141,A152,1,A173,1,A192,A201,1,forties
A12,30,A32,car#1,7408,A64,A72,3,A94,A101,2,A122,31,A143,A152,2,A171,2,A191,A201,1,forties
A12,12,A32,equipment#1,1884,A61,A72,2,A93,A101,4,A124,47,A141,A152,2,A173,2,A191,A201,1,sixties
A14,6,A33,television#3,3244,A61,A73,4,A92,A101,3,A124,34,A143,A152,1,A173,1,A192,A201,1,twenties
A11,24,A32,car#1,1924,A61,A75,1,A93,A101,4,A121,26,A143,A152,1,A173,1,A192,A201,1,twenties
A11,12,A32,home_appliance#1,4020,A61,A73,2,A92,A101,4,A123,65,A143,A152,2,A173,1,A192,A201,1,forties
A12,18,A34,retraining#1,1478,A61,A74,2,A92,A101,3,A122,29,A143,A152,1,A172,1,A191,A201,1,twenties
A11,36,A34,equipment#1,1258,A65,A72,2,A94,A101,4,A122,46,A143,A152,2,A173,1,A192,A201,1,forties
A13,24,A32,repair#1,1138,A61,A72,4,A92,A101,1,A122,28,A143,A151,2,A173,1,A191,A201,2,forties
A12,12,A31,repair#1,1386,A62,A74,4,A91,A101,1,A123,24,A143,A151,1,A173,1,A192,A201,2,twenties
A14,30,A34,business#2,2745,A61,A73,4,A92,A101,4,A123,29,A143,A152,3,A173,1,A192,A201,1,twenties
A14,11,A32,car#1,937,A65,A74,2,A92,A101,3,A121,28,A141,A152,2,A172,2,A191,A201,1,forties
A14,30,A34,car#1,2030,A65,A75,3,A94,A101,4,A123,40,A143,A153,2,A173,1,A191,A201,1,forties
A14,30,A33,furniture#1,1977,A65,A75,4,A93,A101,4,A121,27,A143,A152,1,A173,1,A191,A201,1,twenties
A14,24,A34,radio#2,1240,A61,A75,2,A93,A101,4,A121,38,A143,A153,1,A173,1,A192,A201,1,seventies
A11,21,A34,education#1,2812,A61,A73,2,A92,A101,4,A124,53,A143,A152,1,A173,1,A191,A201,1,thirties
A11,30,A32,business#2,8358,A65,A73,4,A92,A101,2,A123,32,A143,A153,1,A174,1,A192,A201,2,twenties
A13,6,A32,car#1,1264,A61,A72,3,A92,A101,4,A121,37,A143,A152,2,A174,1,A191,A201,1,thirties
A11,24,A32,education#1,484,A61,A71,4,A92,A101,4,A122,33,A143,A152,2,A173,1,A192,A201,1,thirties
A14,12,A31,radio#2,1207,A65,A75,1,A93,A101,2,A121,26,A143,A152,1,A173,1,A192,A201,1,twenties
A11,9,A32,home_appliance#1,2679,A62,A73,3,A92,A103,1,A121,36,A143,A152,1,A173,2,A191,A201,2,forties
A14,15,A32,home_appliance#1,1344,A61,A73,4,A94,A103,4,A123,19,A143,A152,1,A172,1,A191,A201,1,forties
A14,4,A32,business#2,1381,A61,A75,4,A93,A101,4,A123,26,A143,A152,2,A174,1,A192,A201,2,forties
A11,24,A32,equipment#1,3124,A61,A71,1,A93,A101,1,A124,47,A143,A152,1,A173,1,A192,A201,2,forties
A13,21,A34,repair#1,1941,A61,A73,4,A92,A101,2,A122,33,A142,A152,1,A173,1,A192,A201,2,forties
A14,48,A33,education#1,12389,A61,A74,4,A93,A101,2,A123,31,A143,A152,2,A173,1,A191,A201,1,fifties
A11,8,A33,repair#1,2333,A65,A74,4,A93,A101,4,A123,37,A142,A152,2,A173,1,A192,A201,1,forties
A11,18,A32,car#1,6614,A61,A75,4,A93,A101,1,A124,31,A143,A153,1,A173,1,A192,A201,2,seventies
A14,12,A32,equipment#1,1393,A62,A72,2,A93,A101,2,A121,23,A143,A152,1,A173,2,A192,A201,1,forties
A11,12,A33,car#1,1366,A61,A75,2,A93,A101,2,A123,23,A143,A152,2,A173,1,A191,A201,1,fifties
A12,60,A30,car#1,2788,A63,A73,1,A92,A101,3,A122,32,A143,A152,1,A173,1,A192,A201,2,sixties
A14,10,A32,home_appliance#1,4297,A62,A72,4,A92,A101,4,A122,25,A143,A152,2,A173,1,A192,A201,1,forties
A14,10,A32,furniture#1,2924,A61,A73,4,A92,A101,2,A122,26,A143,A152,1,A173,2,A192,A201,1,twenties
A11,12,A32,business#2,2404,A65,A74,2,A93,A101,3,A123,33,A143,A153,2,A173,1,A191,A201,1,twenties
A12,9,A34,education#1,2746,A61,A74,4,A93,A101,1,A121,44,A143,A152,2,A173,1,A191,A201,1,fifties
A11,12,A32,education#1,1908,A65,A74,4,A93,A101,4,A123,28,A143,A152,1,A172,1,A191,A201,1,twenties
A11,12,A34,equipment#1,2476,A63,A75,4,A93,A101,4,A124,74,A142,A152,1,A173,1,A191,A201,1,twenties
A12,12,A32,furniture#1,2996,A61,A75,2,A91,A101,1,A121,24,A143,A152,1,A173,1,A191,A201,2,forties
A12,12,A30,furniture#1,4716,A61,A75,4,A93,A101,1,A123,31,A143,A152,2,A172,1,A191,A201,2,thirties
A14,6,A32,equipment#1,1647,A62,A74,4,A93,A101,4,A121,26,A143,A152,2,A173,1,A191,A201,2,thirties
A14,12,A34,car#1,1103,A61,A75,2,A94,A101,1,A123,30,A143,A151,1,A172,1,A191,A201,1,forties
A11,18,A34,business#2,2212,A65,A75,4,A93,A103,3,A122,53,A143,A151,2,A172,1,A192,A201,1,thirties
A11,18,A32,furniture#1,368,A61,A74,4,A93,A101,2,A121,44,A143,A152,1,A173,1,A192,A202,2,thirties
A12,18,A32,education#1,3430,A61,A73,4,A92,A101,2,A121,31,A143,A153,1,A173,1,A191,A201,1,twenties
A12,12,A32,car#1,1126,A65,A73,4,A93,A101,4,A123,30,A143,A151,2,A174,1,A191,A201,1,thirties
A14,12,A32,education#1,1473,A61,A72,2,A93,A101,2,A121,33,A143,A152,2,A172,1,A192,A201,1,thirties
A11,10,A32,home_appliance#1,609,A61,A75,3,A93,A101,3,A123,21,A143,A152,1,A172,2,A192,A201,2,twenties
A14,6,A34,equipment#1,4594,A65,A72,4,A93,A101,1,A122,26,A143,A152,2,A173,1,A191,A201,2,twenties
A11,12,A34,education#1,1743,A61,A74,4,A93,A101,1,A123,49,A143,A151,1,A173,2,A192,A201,1,thirties
A14,12,A32,education#1,6350,A61,A73,4,A92,A101,2,A122,20,A143,A151,1,A172,1,A191,A201,1,thirties
A14,21,A33,purpose#2,1817,A65,A75,3,A94,A101,4,A121,36,A143,A152,1,A173,2,A192,A201,1,forties
A14,18,A34,furniture#1,2751,A61,A75,1,A93,A101,3,A121,32,A143,A152,1,A172,1,A192,A201,1,thirties
A11,24,A33,home_appliance#1,7174,A61,A73,4,A93,A101,4,A123,35,A143,A152,2,A172,1,A191,A201,1,twenties
A13,36,A32,home_appliance#1,14782,A61,A75,2,A93,A101,1,A123,29,A143,A152,1,A173,1,A192,A201,2,thirties
A14,12,A32,radio#2,3979,A61,A75,2,A91,A101,4,A122,31,A142,A152,1,A173,1,A191,A201,1,thirties
A11,30,A34,business#2,2384,A61,A75,4,A92,A101,2,A121,22,A143,A152,2,A173,2,A192,A201,2,twenties
A14,12,A32,retraining#1,5998,A61,A72,4,A92,A101,1,A121,46,A143,A152,2,A172,1,A192,A201,1,twenties
A11,21,A34,car#1,1264,A62,A74,3,A93,A101,1,A122,26,A142,A152,2,A173,1,A191,A201,1,thirties
