statusCheckingAccount,duration,creditHistory,purpose,creditAmount,savings,presentEmployment,installmentRate,statusAndSex,otherDebtors,presentResidence,property,age,otherInstallmentPlans,housing,numberExistingCredits,job,numberLiablePeople,telephone,foreignWorker,costMatrix,ageRange
A11,30,A32,equipment#1,2278,A61,A71,1,A92,A101,1,A123,42,A143,A153,2,A172,1,A192,A201,2,twenties
A12,14,A32,purpose#2,2384,A64,A74,4,A93,A101,2,A124,35,A143,A151,2,A173,1,A192,A201,2,twenties
A14,39,A32,radio#2,8386,A61,A72,3,A93,A101,4,A122,29,A141,A152,1,A173,1,A191,A201,1,thirties
A14,12,A32,business#2,10875,A61,A75,3,A91,A101,1,A121,45,A143,A152,1,A173,1,A192,A201,1,twenties
A12,12,A31,education#1,2360,A61,A75,2,A93,A101,3,A121,27,A143,A151,1,A172,2,A191,A202,1,forties
A13,48,A30,car#1,2991,A64,A73,2,A93,A101,4,A123,49,A143,A151,1,A172,1,A191,A201,1,forties
A11,24,A32,car#1,2397,A61,A73,1,A92,A101,2,A123,31,A143,A151,2,A172,1,A192,A201,1,thirties
A14,20,A32,car#1,8133,A65,A73,3,A93,A101,3,A123,23,A143,A151,1,A173,1,A192,A201,1,thirties
A12,18,A32,business#2,4272,A65,A72,1,A92,A101,2,A121,37,A143,A152,1,A173,1,A191,A201,1,thirties
A14,20,A31,equipment#1,1225,A65,A73,4,A92,A101,4,A121,23,A143,A151,1,A173,1,A191,A201,2,forties
A13,6,A34,car#1,14555,A65,A74,4,A94,A101,2,A123,55,A143,A152,3,A173,1,A191,A201,1,thirties
A12,15,A32,car#1,2251,A65,A75,2,A93,A101,4,A124,66,A143,A152,1,A174,1,A191,A201,1,forties
A11,4,A32,car#1,8947,A65,A73,4,A93,A101,2,A121,25,A141,A152,1,A173,1,A191,A201,1,twenties
A11,36,A32,equipment#1,4370,A61,A75,1,A94,A101,4,A123,24,A143,A152,1,A172,2,A192,A201,1,twenties
A12,21,A32,equipment#1,1577,A61,A73,2,A93,A101,1,A123,23,A143,A152,2,A173,1,A191,A201,2,twenties
A11,18,A32,business#2,4110,A65,A73,3,A91,A101,2,A122,49,A143,A152,1,A173,1,A192,A201,1,thirties
A11,36,A34,home_appliance#1,1445,A63,A75,4,A93,A101,3,A123,26,A143,A152,2,A173,1,A191,A201,1,thirties
A12,24,A32,furniture#1,2273,A62,A73,2,A93,A101,2,A122,36,A143,A151,1,A173,1,A192,A201,1,fifties
A14,30,A34,radio#2,2375,A61,A73,1,A94,A101,1,A123,26,A143,A152,1,A172,1,A191,A201,1,thirties
A14,36,A32,business#2,2507,A61,A73,4,A93,A101,2,A121,54,A143,A152,1,A173,1,A191,A201,1,forties
A13,12,A32,equipment#1,1851,A61,A75,2,A92,A101,1,A121,29,A143,A151,1,A174,2,A191,A201,1,thirties
A11,9,A31,home_appliance#1,1512,A61,A74,3,A92,A101,3,A121,37,A143,A152,2,A174,1,A192,A201,2,fifties
A14,12,A32,equipment#1,1514,A61,A73,1,A93,A101,2,A121,26,A143,A152,1,A173,1,A191,A201,1,fifties
A12,12,A32,business#2,2662,A61,A72,1,A92,A101,4,A122,24,A143,A152,1,A172,2,A191,A201,2,forties
A12,12,A34,home_appliance#1,1337,A61,A74,3,A93,A101,1,A121,75,A143,A152,1,A174,2,A191,A201,2,sixties
A14,12,A34,car#1,3123,A61,A75,4,A92,A101,2,A123,48,A143,A151,2,A173,2,A192,A201,1,thirties
A14,12,A33,home_appliance#1,1881,A61,A71,1,A93,A102,2,A124,33,A143,A152,1,A173,2,A192,A201,1,twenties
A14,10,A32,education#1,6143,A61,A75,3,A92,A101,1,A122,64,A143,A152,2,A172,1,A191,A201,2,twenties
A14,24,A32,purpose#2,3868,A61,A74,2,A92,A101,2,A122,30,A143,A152,2,A172,1,A192,A201,1,twenties
A12,6,A34,business#2,7432,A61,A73,4,A92,A103,4,A121,22,A143,A151,2,A173,1,A191,A201,1,twenties
A11,12,A31,business#2,4611,A61,A72,4,A93,A101,2,A123,37,A143,A151,1,A173,2,A192,A201,2,forties
A13,36,A32,education#1,5150,A64,A73,4,A94,A101,4,A124,32,A143,A152,1,A174,1,A191,A201,1,twenties
A12,6,A32,education#1,2901,A61,A75,1,A93,A101,2,A123,22,A143,A152,1,A173,1,A191,A201,1,fifties
A13,6,A32,equipment#1,4844,A64,A73,4,A93,A101,3,A123,58,A143,A151,1,A174,1,A192,A201,1,forties
A11,12,A32,business#2,2051,A65,A75,4,A93,A101,2,A122,60,A143,A152,1,A173,2,A192,A201,1,thirties
A14,15,A32,business#2,2390,A61,A73,1,A91,A101,4,A121,42,A141,A151,2,A173,1,A192,A201,2,twenties
A14,6,A32,purpose#2,3430,A65,A73,1,A92,A101,2,A122,45,A141,A152,1,A172,1,A191,A201,1,twenties
A12,4,A32,radio#2,1414,A61,A73,4,A93,A101,2,A122,23,A143,A152,1,A173,1,A191,A201,1,thirties
A13,24,A32,radio#2,571,A62,A74,4,A93,A101,3,A124,24,A143,A152,1,A174,1,A191,A201,1,thirties
A11,24,A32,home_appliance#1,1851,A65,A73,4,A93,A101,3,A123,28,A143,A152,1,A173,2,A191,A201,2,twenties
A12,36,A32,repair#1,2892,A61,A75,4,A92,A101,2,A124,31,A141,A152,1,A173,1,A191,A201,1,twenties
A11,13,A32,home_appliance#1,1413,A62,A72,1,A92,A101,4,A123,51,A143,A152,2,A173,1,A191,A201,1,twenties
A11,12,A32,radio#2,709,A61,A73,3,A93,A102,4,A121,48,A143,A152,1,A173,1,A191,A201,1,fifties
A14,6,A32,home_appliance#1,6331,A65,A71,1,A93,A102,4,A123,28,A143,A152,1,A173,1,A192,A201,1,thirties
A12,24,A32,car#1,1442,A61,A75,3,A93,A101,4,A124,24,A141,A152,2,A173,1,A191,A201,2,twenties
A14,15,A32,home_appliance#1,2337,A62,A73,4,A92,A101,3,A123,23,A143,A152,1,A173,1,A191,A201,1,twenties
A14,12,A32,car#1,4280,A61,A72,4,A93,A101,1,A123,37,A143,A153,1,A172,2,A192,A201,1,twenties
A14,18,A34,repair#1,2622,A61,A75,1,A92,A101,4,A121,44,A141,A152,2,A173,2,A191,A201,1,thirties
A12,36,A32,business#2,3973,A62,A75,4,A92,A101,1,A123,26,A143,A152,2,A173,1,A192,A201,1,forties
A11,24,A34,business#2,1300,A61,A73,4,A92,A101,4,A121,31,A143,A152,2,A173,1,A192,A201,2,fifties
A11,18,A34,purpose#2,1239,A61,A73,4,A93,A101,3,A123,31,A143,A152,1,A173,1,A191,A201,1,twenties
A11,21,A32,car#1,11938,A61,A72,2,A92,A101,2,A123,35,A143,A152,1,A172,1,A191,A201,1,twenties
A14,36,A30,car#1,2134,A61,A73,4,A92,A101,4,A124,23,A143,A152,1,A172,1,A191,A201,1,forties
A14,24,A32,business#2,1882,A61,A72,4,A93,A101,2,A123,38,A143,A152,1,A173,1,A192,A201,2,twenties
A12,48,A34,business#2,909,A62,A73,3,A92,A101,2,A124,48,A143,A152,1,A173,1,A191,A201,1,seventies
A13,6,A32,business#2,1082,A61,A74,1,A92,A101,1,A123,20,A143,A152,2,A173,1,A191,A201,1,thirties
A11,12,A33,home_appliance#1,1200,A62,A73,2,A94,A103,2,A121,20,A143,A151,1,A173,1,A191,A201,1,thirties
A12,24,A33,business#2,5965,A65,A73,2,A93,A101,4,A123,27,A143,A153,2,A174,1,A192,A201,2,twenties
A14,24,A34,business#2,6560,A62,A72,4,A92,A101,1,A121,44,A143,A152,1,A171,1,A191,A201,1,forties
A12,18,A32,equipment#1,5248,A63,A74,2,A93,A101,4,A123,44,A141,A151,1,A173,1,A192,A201,2,thirties
A12,21,A34,education#1,1919,A61,A74,2,A92,A101,2,A122,26,A143,A151,2,A172,2,A191,A201,1,twenties
A12,36,A32,education#1,2476,A61,A72,4,A93,A101,3,A124,33,A143,A152,1,A173,1,A192,A201,2,forties
A14,20,A34,radio#2,1056,A61,A75,2,A93,A101,4,A121,24,A143,A153,1,A172,1,A192,A201,1,twenties
A14,6,A32,education#1,5117,A61,A75,1,A93,A101,4,A123,20,A143,A152,1,A174,1,A192,A201,1,forties
A13,10,A32,equipment#1,1131,A62,A72,4,A94,A101,4,A122,22,A143,A152,1,A171,1,A191,A201,2,thirties
A14,13,A34,home_appliance#1,1206,A62,A75,1,A93,A101,3,A122,54,A141,A152,2,A174,2,A192,A201,1,fifties
A11,21,A34,equipment#1,1330,A63,A74,3,A93,A101,4,A123,37,A143,A152,1,A173,1,A192,A201,1,thirties
A12,30,A32,equipment#1,1469,A61,A75,4,A94,A102,4,A121,35,A143,A153,1,A173,2,A191,A201,2,thirties
A11,42,A32,furniture#1,2760,A63,A73,4,A93,A101,4,A121,37,A143,A152,2,A173,1,A192,A201,1,twenties
A14,9,A34,radio#2,6361,A65,A73,2,A92,A103,3,A123,44,A141,A152,1,A174,1,A191,A201,2,seventies
A14,24,A32,business#2,1750,A61,A73,2,A91,A103,3,A123,33,A143,A153,2,A174,1,A192,A201,1,thirties
A12,48,A34,car#1,2028,A61,A74,4,A93,A101,2,A123,31,A141,A152,2,A173,1,A191,A201,1,thirties
A14,9,A34,business#2,1943,A65,A75,2,A93,A101,2,A121,33,A141,A152,1,A173,1,A191,A201,1,sixties
A11,18,A32,car#1,2278,A61,A72,4,A93,A101,2,A123,64,A141,A151,1,A172,1,A191,A201,2,forties
A14,11,A34,car#1,5433,A61,A75,3,A92,A101,4,A121,25,A143,A153,2,A173,2,A191,A201,2,twenties
A12,9,A34,business#2,3108,A65,A73,4,A93,A101,4,A122,36,A143,A152,2,A173,2,A192,A201,1,forties
A13,18,A32,education#1,836,A61,A73,4,A93,A101,2,A121,56,A143,A152,2,A173,1,A192,A201,1,twenties
A12,24,A32,home_appliance#1,8072,A61,A71,4,A93,A101,4,A123,25,A143,A151,1,A173,1,A192,A201,1,twenties
A14,10,A33,equipment#1,684,A63,A75,2,A93,A101,2,A121,24,A143,A152,1,A173,1,A191,A201,2,forties
A13,9,A32,furniture#1,1199,A61,A72,3,A91,A101,3,A122,27,A141,A152,3,A172,1,A191,A201,1,twenties
A12,12,A32,car#1,1207,A62,A74,1,A93,A101,2,A124,58,A143,A152,1,A173,1,A192,A201,1,thirties
A11,12,A31,repair#1,683,A61,A72,2,A92,A101,2,A121,46,A143,A152,2,A174,1,A192,A201,1,sixties
A11,18,A34,car#1,4686,A61,A73,4,A93,A101,1,A121,51,A141,A152,1,A173,1,A192,A201,1,thirties
A12,60,A32,furniture#1,2384,A61,A73,3,A94,A101,1,A122,21,A143,A152,2,A171,1,A191,A201,2,sixties
A11,18,A32,education#1,2406,A61,A73,3,A92,A101,1,A121,24,A143,A152,1,A173,1,A191,A201,1,forties
A11,12,A31,equipment#1,3448,A61,A73,3,A91,A101,4,A123,57,A143,A152,1,A173,1,A192,A201,1,thirties
A12,18,A34,home_appliance#1,1591,A61,A74,4,A93,A101,4,A123,44,A143,A152,1,A172,1,A191,A201,1,thirties
A11,9,A32,education#1,2476,A61,A75,4,A92,A101,4,A124,42,A143,A151,1,A173,1,A191,A201,1,twenties
A14,18,A32,car#1,1275,A61,A75,4,A93,A101,2,A124,37,A143,A152,1,A174,1,A192,A201,2,thirties
A14,21,A31,business#2,3077,A61,A73,4,A93,A101,3,A122,47,A141,A152,1,A173,1,A192,A201,1,thirties
A11,36,A33,car#1,1374,A61,A73,2,A94,A101,2,A122,36,A143,A152,1,A173,1,A191,A201,1,twenties
A11,15,A34,education#1,1478,A65,A73,4,A92,A101,4,A123,36,A143,A152,1,A173,1,A191,A201,1,thirties
A14,60,A32,home_appliance#1,1521,A61,A73,2,A92,A101,4,A121,23,A143,A152,3,A173,1,A192,A201,2,thirties
A11,12,A32,education#1,1670,A61,A75,3,A91,A101,2,A121,30,A143,A152,1,A173,1,A191,A201,1,thirties
A14,48,A30,education#1,766,A61,A75,4,A93,A103,2,A122,36,A143,A152,1,A173,1,A191,A201,1,forties
A12,24,A32,business#2,806,A65,A73,3,A92,A101,3,A121,24,A143,A152,2,A172,1,A191,A201,1,twenties
A13,15,A32,equipment#1,2145,A61,A73,1,A93,A101,3,A123,49,A141,A152,1,A172,2,A192,A201,1,forties
A14,60,A32,home_appliance#1,2675,A61,A75,4,A92,A101,1,A123,26,A143,A152,2,A174,1,A192,A201,1,fifties
A13,18,A32,business#2,6836,A63,A75,3,A91,A101,1,A123,25,A141,A152,2,A173,2,A192,A201,2,twenties
A14,12,A32,car#1,1478,A61,A71,2,A92,A101,4,A121,35,A143,A151,1,A173,1,A191,A201,1,twenties
A14,12,A32,car#1,1163,A61,A75,4,A93,A101,4,A121,36,A143,A152,2,A174,1,A192,A201,1,thirties
A13,10,A32,car#1,14896,A61,A71,3,A92,A101,4,A123,47,A141,A152,1,A173,1,A191,A201,1,twenties
A12,24,A34,furniture#1,4042,A65,A72,4,A92,A101,4,A124,25,A143,A152,1,A172,1,A191,A201,2,twenties
A14,24,A33,home_appliance#1,1185,A61,A75,3,A92,A101,4,A123,37,A143,A152,1,A172,1,A191,A201,1,thirties
A11,15,A31,furniture#1,1721,A62,A72,1,A93,A101,4,A122,25,A143,A153,1,A174,1,A192,A201,1,twenties
A13,10,A32,business#2,1245,A61,A74,2,A93,A101,2,A122,36,A141,A151,1,A173,2,A192,A201,1,twenties
A14,18,A32,furniture#1,1410,A65,A75,3,A92,A101,2,A123,49,A143,A153,1,A173,1,A192,A201,1,twenties
A14,24,A34,car#1,2353,A62,A75,4,A91,A101,2,A123,32,A143,A151,4,A174,1,A191,A201,1,thirties
A11,48,A32,car#1,2406,A61,A73,3,A93,A101,1,A124,61,A143,A152,2,A172,1,A192,A201,1,twenties
A12,60,A32,business#2,5743,A61,A75,4,A93,A101,4,A122,23,A143,A152,1,A173,1,A191,A201,2,forties
A14,12,A32,purpose#2,448,A65,A73,2,A93,A101,4,A122,35,A143,A151,2,A174,1,A192,A201,1,twenties
A12,42,A32,equipment#1,1155,A61,A75,4,A92,A101,3,A121,23,A141,A152,3,A174,1,A191,A201,1,twenties
A11,15,A32,car#1,1845,A61,A74,2,A93,A101,4,A122,57,A143,A152,1,A173,1,A192,A201,1,thirties
A11,45,A32,home_appliance#1,3621,A65,A74,4,A92,A101,4,A122,42,A141,A152,1,A173,1,A191,A201,1,forties
A14,6,A32,equipment#1,1316,A61,A75,2,A93,A101,4,A123,33,A142,A152,2,A174,1,A192,A201,1,thirties
A14,6,A32,car#1,2255,A61,A73,3,A92,A101,2,A123,31,A143,A152,1,A173,1,A191,A201,2,forties
A11,24,A32,car#1,1258,A61,A75,4,A92,A101,4,A124,30,A143,A152,1,A174,1,A191,A201,1,thirties
A14,36,A34,car#1,3949,A61,A73,4,A93,A101,4,A121,25,A141,A153,2,A173,1,A192,A201,2,thirties
A14,12,A34,education#1,2751,A62,A74,2,A92,A101,4,A121,30,A143,A152,1,A173,1,A192,A201,1,thirties
A11,24,A30,furniture#1,639,A65,A74,1,A92,A101,4,A123,43,A141,A153,1,A173,1,A192,A201,1,thirties
A12,12,A32,furniture#1,3656,A61,A73,3,A93,A101,2,A123,29,A143,A152,1,A173,1,A191,A201,1,thirties
A14,24,A34,equipment#1,4870,A63,A73,4,A92,A101,2,A123,57,A143,A152,1,A173,2,A192,A201,1,thirties
A11,12,A30,purpose#2,10875,A61,A71,4,A93,A101,2,A121,27,A142,A153,1,A173,1,A191,A201,2,thirties
A14,24,A32,business#2,1950,A61,A75,4,A93,A101,3,A121,60,A143,A153,1,A172,1,A191,A201,1,twenties
A14,24,A34,car#1,1546,A61,A75,4,A93,A101,4,A121,51,A143,A152,1,A173,2,A191,A201,2,forties
A14,6,A32,equipment#1,1131,A65,A74,3,A93,A101,4,A121,25,A141,A152,1,A172,1,A191,A201,1,thirties
A13,13,A34,business#2,10623,A61,A72,4,A91,A101,1,A123,26,A143,A153,1,A173,2,A192,A201,1,thirties
A14,18,A34,retraining#1,1553,A61,A73,4,A93,A101,4,A123,36,A143,A152,3,A172,1,A192,A201,1,thirties
A12,12,A33,business#2,2764,A65,A74,2,A94,A101,2,A124,34,A141,A152,2,A174,2,A192,A201,2,forties
A12,36,A32,business#2,3149,A63,A75,4,A94,A101,4,A123,38,A143,A152,1,A174,1,A191,A201,1,forties
A14,6,A32,business#2,8487,A63,A75,2,A92,A101,4,A122,39,A143,A151,1,A173,1,A191,A201,1,thirties
A12,15,A32,education#1,6681,A61,A75,2,A92,A101,4,A122,30,A143,A152,1,A173,1,A191,A201,1,sixties
A11,12,A31,car#1,1941,A61,A74,4,A94,A101,2,A121,34,A143,A153,2,A173,1,A191,A201,1,twenties
A14,36,A34,equipment#1,4817,A61,A73,4,A92,A101,4,A123,33,A143,A153,1,A173,1,A192,A201,1,thirties
A11,12,A30,education#1,8947,A61,A75,2,A94,A102,3,A122,33,A143,A152,1,A173,1,A191,A201,1,twenties
A11,36,A32,education#1,3832,A62,A75,2,A91,A101,1,A123,27,A141,A152,1,A173,1,A191,A201,2,thirties
A12,36,A32,car#1,2603,A61,A72,2,A93,A101,2,A122,32,A143,A152,1,A173,2,A192,A201,1,twenties
A14,14,A32,education#1,2684,A61,A72,4,A93,A101,4,A122,37,A143,A152,1,A173,1,A191,A201,1,thirties
A12,24,A34,furniture#1,1592,A65,A72,2,A93,A102,4,A123,66,A143,A152,2,A172,1,A191,A201,2,forties
A11,18,A34,equipment#1,1386,A65,A73,2,A93,A101,2,A124,39,A143,A152,1,A173,1,A192,A201,2,twenties
A12,18,A33,equipment#1,6761,A61,A75,4,A93,A102,2,A122,29,A141,A152,2,A173,1,A191,A201,1,thirties
A12,24,A34,car#1,7476,A61,A73,4,A93,A101,4,A123,38,A143,A151,1,A173,1,A192,A202,2,fifties
A14,42,A32,purpose#2,10127,A65,A73,4,A92,A103,1,A124,30,A143,A152,1,A174,2,A192,A201,1,twenties
A11,12,A32,car#1,3029,A62,A73,2,A92,A101,2,A124,37,A143,A152,1,A173,1,A191,A201,1,twenties
A14,20,A32,equipment#1,6967,A61,A74,1,A91,A101,2,A122,29,A143,A152,1,A172,1,A191,A201,1,fifties
A11,18,A30,equipment#1,4113,A62,A74,4,A93,A101,3,A122,24,A143,A153,2,A173,1,A191,A201,2,thirties
A12,36,A32,furniture#1,750,A64,A71,3,A93,A101,2,A121,31,A143,A153,2,A173,2,A191,A201,1,thirties
A12,10,A32,education#1,3632,A61,A72,4,A93,A101,2,A121,37,A143,A152,1,A173,1,A192,A201,2,twenties
A14,15,A32,car#1,3594,A62,A74,4,A93,A101,2,A121,58,A143,A152,3,A173,1,A192,A201,1,thirties
A14,60,A32,home_appliance#1,1980,A61,A71,2,A92,A101,4,A123,23,A143,A152,1,A173,1,A191,A201,2,forties
A12,24,A32,education#1,2476,A61,A74,1,A93,A101,3,A122,31,A143,A151,1,A174,1,A191,A201,1,thirties
A12,6,A32,education#1,5293,A61,A73,3,A93,A102,2,A124,37,A143,A152,1,A173,1,A191,A201,2,thirties
A14,10,A32,equipment#1,4113,A61,A75,2,A93,A101,3,A122,38,A143,A152,1,A173,1,A191,A201,2,forties
A11,15,A33,car#1,2427,A65,A72,3,A94,A101,1,A122,27,A142,A152,2,A173,1,A192,A201,1,twenties
A11,20,A34,business#2,1344,A64,A72,4,A92,A101,4,A123,40,A143,A152,1,A173,2,A191,A201,1,twenties
A11,36,A32,car#1,1858,A63,A74,4,A91,A101,1,A122,23,A143,A152,2,A174,1,A192,A201,2,fifties
A14,33,A34,business#2,1199,A61,A74,4,A93,A101,2,A124,24,A143,A152,1,A172,1,A191,A201,2,thirties
A14,30,A33,business#2,6350,A61,A72,3,A93,A101,2,A121,33,A143,A152,1,A173,1,A192,A201,1,thirties
A11,36,A32,education#1,1056,A62,A74,2,A92,A101,4,A121,36,A143,A152,2,A174,1,A191,A201,1,twenties
A12,42,A32,purpose#2,3832,A61,A71,4,A93,A101,1,A124,26,A141,A152,2,A173,1,A192,A201,1,twenties
A12,18,A32,equipment#1,7582,A63,A71,2,A93,A101,2,A123,42,A141,A152,2,A173,1,A192,A201,1,twenties
A12,12,A34,home_appliance#1,3590,A61,A73,3,A93,A101,2,A121,25,A143,A152,1,A173,1,A191,A202,1,twenties
A12,18,A34,business#2,1371,A64,A73,4,A93,A101,2,A122,29,A143,A152,1,A173,1,A192,A201,2,forties
A12,12,A32,furniture#1,3990,A61,A75,3,A92,A101,4,A121,52,A143,A152,1,A173,1,A192,A201,1,twenties
A12,24,A32,retraining#1,3074,A61,A72,4,A93,A101,2,A121,37,A143,A152,1,A173,2,A191,A201,1,twenties
A13,10,A32,education#1,5842,A61,A75,1,A93,A102,1,A124,37,A141,A152,2,A173,1,A191,A202,2,thirties
A14,14,A32,repair#1,2181,A65,A75,4,A92,A101,4,A121,40,A143,A152,1,A173,1,A191,A201,2,thirties
A12,6,A32,business#2,2406,A61,A75,4,A93,A101,4,A122,24,A143,A152,1,A173,1,A191,A201,1,fifties
A12,48,A31,education#1,1533,A61,A72,4,A93,A101,4,A123,51,A143,A152,1,A173,1,A192,A201,1,fifties
A12,24,A32,education#1,6842,A61,A74,3,A92,A101,4,A122,46,A143,A152,1,A173,2,A192,A201,2,thirties
A12,12,A32,business#2,3650,A63,A72,4,A93,A101,4,A123,44,A143,A152,1,A174,1,A192,A201,1,twenties
A12,12,A30,equipment#1,683,A61,A75,2,A93,A101,3,A121,46,A143,A152,1,A173,1,A192,A201,2,forties
A12,12,A34,purpose#2,3832,A61,A73,2,A93,A101,2,A121,54,A143,A152,2,A174,1,A191,A201,1,thirties
A14,21,A32,business#2,3077,A61,A74,2,A92,A101,4,A123,24,A143,A151,2,A173,1,A192,A201,1,twenties
A12,21,A33,business#2,1538,A61,A75,4,A93,A101,3,A124,41,A143,A152,1,A173,1,A191,A201,2,twenties
A14,36,A32,business#2,2520,A61,A75,2,A92,A101,4,A123,23,A143,A151,1,A172,1,A192,A201,2,forties
A14,24,A33,business#2,909,A61,A72,2,A92,A101,4,A122,45,A143,A151,1,A173,1,A191,A201,1,thirties
A11,28,A32,home_appliance#1,7166,A61,A73,4,A93,A101,1,A121,29,A143,A151,1,A173,2,A191,A201,1,thirties
A14,9,A32,business#2,1455,A64,A75,4,A94,A101,2,A123,32,A141,A152,2,A172,1,A191,A201,1,forties
A12,18,A33,equipment#1,1374,A61,A75,2,A93,A101,2,A121,34,A141,A152,1,A173,1,A191,A201,1,thirties
A12,9,A34,home_appliance#1,1388,A65,A73,4,A91,A101,1,A122,33,A141,A151,3,A172,1,A191,A201,1,thirties
A14,12,A32,education#1,1372,A61,A73,3,A93,A103,1,A123,32,A143,A151,1,A173,1,A191,A201,1,forties
A14,12,A34,equipment#1,4042,A61,A73,4,A93,A101,1,A122,30,A143,A151,1,A173,1,A192,A201,1,forties
A12,24,A32,radio#2,1409,A61,A73,1,A93,A101,2,A123,40,A143,A151,1,A173,2,A191,A201,2,thirties
A11,48,A32,furniture#1,7374,A61,A75,4,A92,A101,1,A124,26,A143,A152,1,A173,1,A191,A201,2,forties
A14,20,A34,car#1,4241,A65,A75,4,A92,A101,3,A121,37,A142,A152,1,A173,1,A191,A201,1,twenties
A12,42,A33,education#1,2996,A61,A73,4,A92,A102,2,A121,32,A143,A152,2,A173,1,A191,A201,2,thirties
A14,27,A33,car#1,3972,A65,A74,3,A93,A101,1,A123,22,A143,A152,2,A173,1,A192,A201,1,twenties
A11,60,A32,business#2,14555,A61,A71,4,A93,A101,2,A124,34,A143,A151,2,A174,1,A192,A201,1,forties
A12,12,A32,car#1,14318,A63,A75,4,A93,A101,2,A123,36,A143,A151,1,A173,1,A192,A201,1,thirties
A11,13,A32,car#1,2366,A63,A73,3,A93,A101,4,A121,48,A143,A152,1,A173,1,A192,A201,1,fifties
A11,6,A34,business#2,2520,A61,A73,4,A93,A101,1,A122,58,A143,A151,2,A173,1,A191,A201,2,fifties
A12,36,A32,radio#2,1042,A61,A74,4,A93,A101,1,A121,28,A143,A152,1,A172,2,A191,A201,2,twenties
A14,12,A34,education#1,1154,A64,A75,2,A93,A101,4,A123,47,A142,A152,2,A173,1,A191,A201,2,twenties
A14,9,A32,furniture#1,1262,A61,A72,3,A93,A103,3,A123,26,A143,A152,2,A171,1,A192,A201,2,fifties
A14,12,A34,business#2,618,A61,A73,4,A91,A101,1,A122,42,A143,A152,2,A173,2,A192,A201,1,forties
A12,12,A33,home_appliance#1,860,A65,A72,3,A93,A101,3,A124,48,A143,A153,2,A173,1,A191,A201,2,forties
A11,48,A32,furniture#1,2892,A61,A72,3,A94,A101,1,A123,34,A143,A152,1,A173,2,A191,A201,1,twenties
A12,4,A32,business#2,4110,A64,A74,2,A92,A101,1,A124,26,A141,A152,2,A173,1,A191,A201,1,twenties
A12,12,A33,education#1,426,A63,A73,4,A93,A101,2,A123,31,A143,A152,1,A173,1,A192,A201,1,thirties
A14,24,A32,car#1,3416,A61,A75,1,A93,A101,4,A121,26,A141,A151,1,A173,1,A191,A201,2,twenties
A14,12,A32,business#2,5045,A61,A75,4,A93,A101,1,A121,26,A141,A152,1,A172,1,A191,A201,2,thirties
A12,30,A33,education#1,1516,A62,A73,2,A93,A101,4,A121,23,A142,A153,1,A173,1,A192,A201,2,twenties
A11,18,A33,car#1,1478,A65,A75,4,A93,A101,2,A121,35,A143,A151,1,A171,1,A191,A201,1,thirties
A14,12,A32,home_appliance#1,14782,A61,A71,4,A93,A103,2,A123,24,A143,A152,2,A173,2,A191,A201,2,thirties
A12,10,A34,home_appliance#1,2743,A61,A72,3,A93,A103,1,A122,30,A143,A152,2,A173,1,A191,A201,1,twenties
A14,18,A32,business#2,2325,A61,A73,4,A93,A101,4,A123,36,A143,A152,1,A174,1,A192,A201,1,thirties
A12,5,A32,equipment#1,1965,A65,A72,2,A93,A102,1,A121,26,A141,A153,1,A173,1,A192,A201,1,forties
A12,20,A32,equipment#1,8133,A61,A75,2,A92,A103,1,A123,40,A143,A151,2,A173,2,A191,A201,2,fifties
A14,21,A32,equipment#1,1047,A63,A75,2,A92,A101,4,A121,28,A142,A152,1,A173,1,A191,A201,1,sixties
A14,12,A32,car#1,950,A61,A73,4,A94,A101,2,A124,22,A143,A153,2,A173,2,A191,A201,1,twenties
A14,48,A32,business#2,1808,A65,A75,4,A92,A101,2,A123,35,A143,A152,1,A173,1,A192,A201,2,forties
A14,12,A32,business#2,2197,A64,A73,4,A92,A101,2,A121,35,A143,A151,2,A173,1,A191,A202,1,thirties
A14,36,A34,equipment#1,5179,A65,A73,3,A94,A101,4,A123,23,A143,A151,1,A173,1,A191,A201,1,forties
A12,24,A34,furniture#1,1597,A61,A75,4,A93,A101,2,A122,40,A141,A152,1,A174,1,A191,A201,2,twenties
A11,15,A34,business#2,866,A61,A72,4,A93,A101,4,A122,30,A143,A152,1,A172,1,A191,A201,1,forties
A11,24,A32,education#1,2625,A64,A72,2,A92,A101,2,A123,57,A143,A152,1,A173,1,A191,A201,1,forties
A12,12,A32,car#1,1107,A62,A75,2,A94,A101,4,A124,35,A143,A152,1,A172,1,A192,A201,1,fifties
A14,36,A32,business#2,3949,A61,A73,3,A93,A101,3,A124,52,A143,A152,2,A173,1,A191,A201,1,thirties
A11,24,A34,purpose#2,2728,A61,A71,2,A94,A101,4,A122,24,A142,A152,1,A172,2,A191,A201,1,twenties
A12,9,A34,furniture#1,1049,A61,A73,4,A91,A101,2,A122,20,A143,A152,1,A172,2,A191,A201,1,thirties
A14,48,A34,furniture#1,1882,A62,A72,2,A92,A101,4,A122,35,A141,A152,2,A173,2,A191,A201,1,thirties
A14,48,A32,radio#2,3650,A63,A75,3,A94,A101,2,A123,41,A143,A152,1,A173,1,A191,A201,1,thirties
A12,9,A34,business#2,2578,A63,A74,3,A93,A101,4,A122,29,A143,A151,1,A173,1,A191,A201,2,forties
