statusCheckingAccount,duration,creditHistory,purpose,creditAmount,savings,presentEmployment,installmentRate,statusAndSex,otherDebtors,presentResidence,property,age,otherInstallmentPlans,housing,numberExistingCredits,job,numberLiablePeople,telephone,foreignWorker,costMatrix,ageRange
A11,9,A32,used-car#1,1478,A65,A72,4,A93,A101,4,A123,23,A143,A152,2,A174,2,A191,A201,1,thirties
A12,33,A32,television#3,1037,A62,A72,2,A93,A101,1,A121,39,A143,A152,1,A173,1,A191,A201,1,sixties
A14,60,A32,furniture#1,4169,A65,A72,2,A92,A101,4,A123,40,A143,A153,1,A173,2,A191,A201,1,thirties
A13,36,A32,education#1,1592,A61,A72,4,A92,A101,4,A121,49,A143,A152,2,A173,1,A192,A201,1,thirties
A12,45,A34,radio#2,2899,A62,A71,4,A92,A101,4,A121,36,A143,A152,1,A172,2,A191,A201,2,twenties
A12,24,A33,used-car#1,1169,A61,A71,3,A93,A101,2,A124,29,A143,A151,1,A173,1,A191,A201,2,sixties
A14,12,A32,business#2,802,A61,A73,1,A93,A101,4,A123,26,A142,A152,1,A173,1,A191,A201,1,fifties
A11,6,A32,radio#2,3399,A62,A73,2,A93,A101,4,A123,32,A143,A152,1,A173,1,A191,A201,1,twenties
A11,15,A30,television#3,2121,A62,A72,3,A91,A101,4,A123,29,A143,A152,1,A172,1,A191,A201,1,thirties
A11,15,A34,car#1,1512,A62,A74,4,A93,A102,1,A121,22,A143,A152,2,A173,1,A192,A201,2,thirties
A14,24,A32,television#3,1533,A63,A75,1,A92,A101,2,A121,37,A141,A152,1,A172,1,A192,A201,1,twenties
A12,6,A34,furniture#1,409,A61,A71,4,A92,A101,4,A123,57,A143,A152,2,A173,1,A192,A201,1,twenties
A11,21,A34,business#2,3578,A61,A73,4,A94,A101,2,A121,36,A143,A153,2,A173,1,A191,A201,1,forties
A14,9,A34,car#1,4151,A62,A73,4,A92,A101,2,A123,32,A143,A152,2,A173,2,A192,A201,1,twenties
A12,18,A33,television#3,2746,A61,A74,3,A92,A101,3,A122,61,A141,A153,2,A173,2,A191,A201,1,twenties
A14,10,A34,radio#2,1291,A61,A75,4,A93,A101,4,A123,60,A143,A152,1,A173,1,A191,A202,1,forties
A11,24,A34,used-car#1,3244,A62,A73,2,A93,A103,2,A124,32,A143,A152,2,A173,1,A191,A201,1,forties
A12,9,A32,furniture#1,4583,A65,A73,4,A93,A101,4,A123,29,A143,A152,1,A173,1,A192,A201,2,forties
A11,6,A34,education#1,12204,A61,A72,4,A93,A101,1,A122,40,A141,A152,1,A172,1,A191,A201,1,fifties
A11,18,A32,television#3,3832,A65,A74,4,A93,A101,1,A123,37,A142,A152,1,A173,2,A192,A201,1,twenties
A14,15,A32,furniture#1,1659,A62,A73,4,A93,A102,4,A124,19,A141,A151,1,A173,1,A191,A201,1,twenties
A14,42,A32,business#2,2299,A61,A75,4,A92,A101,2,A122,30,A143,A152,1,A172,2,A191,A201,1,forties
A11,24,A33,business#2,2503,A65,A72,2,A92,A101,2,A124,24,A142,A152,1,A174,1,A191,A201,1,twenties
A11,36,A32,furniture#1,894,A61,A75,1,A93,A101,4,A121,37,A143,A152,2,A173,1,A192,A202,1,forties
A11,18,A32,radio#2,5302,A63,A73,4,A91,A101,3,A122,39,A143,A153,1,A174,2,A191,A201,2,forties
A12,6,A32,furniture#1,3160,A61,A75,4,A92,A101,4,A122,26,A143,A152,2,A173,1,A192,A201,1,thirties
A12,30,A32,furniture#1,3499,A65,A75,4,A92,A101,3,A123,64,A143,A152,2,A172,1,A191,A201,1,twenties
A14,24,A32,radio#2,3234,A61,A74,4,A93,A101,4,A122,38,A143,A152,1,A172,1,A192,A201,2,thirties
A14,24,A30,television#3,1414,A63,A72,4,A93,A101,2,A123,27,A143,A153,2,A173,2,A192,A201,1,thirties
A11,48,A32,car#1,10144,A61,A72,4,A93,A101,2,A121,45,A143,A152,1,A171,1,A191,A201,1,thirties
A11,36,A32,radio#2,1366,A63,A73,2,A92,A101,3,A123,50,A143,A152,1,A172,1,A191,A201,2,twenties
A11,10,A32,car#1,1224,A64,A75,2,A92,A101,2,A123,27,A143,A151,1,A173,1,A191,A202,1,forties
A11,27,A34,business#2,3832,A61,A75,4,A94,A101,1,A121,67,A143,A152,2,A172,1,A191,A202,1,twenties
A14,18,A34,car#1,2611,A61,A74,2,A93,A103,4,A121,33,A143,A152,2,A173,1,A192,A201,2,thirties
A14,15,A32,radio#2,1126,A61,A73,4,A93,A101,4,A123,49,A143,A152,2,A173,1,A191,A201,1,forties
A11,18,A32,furniture#1,14782,A64,A73,2,A92,A101,2,A121,29,A143,A152,1,A173,1,A191,A201,1,twenties
A11,12,A32,radio#2,2424,A61,A75,4,A93,A101,4,A121,38,A143,A152,2,A172,1,A191,A201,1,twenties
A12,6,A32,furniture#1,2507,A62,A72,1,A93,A101,2,A122,27,A143,A153,2,A171,2,A192,A201,1,thirties
A13,21,A32,retraining#1,9034,A61,A73,1,A93,A101,4,A124,40,A143,A153,2,A173,1,A191,A201,2,thirties
A12,30,A34,radio#2,8588,A61,A75,2,A92,A101,3,A121,32,A143,A151,1,A173,1,A192,A201,1,forties
A14,24,A32,car#1,3949,A61,A75,2,A94,A101,4,A121,30,A143,A151,1,A173,1,A191,A201,1,twenties
A12,18,A34,used-car#1,1577,A65,A72,4,A93,A102,3,A123,27,A143,A152,1,A173,1,A192,A201,2,fifties
A12,18,A32,car#1,1237,A61,A75,4,A93,A101,2,A123,29,A143,A151,1,A173,1,A192,A201,1,sixties
A14,24,A32,car#1,3380,A61,A73,2,A93,A101,2,A123,29,A141,A151,1,A171,1,A192,A201,1,thirties
A12,9,A32,car#1,1028,A61,A72,2,A93,A101,4,A123,23,A143,A152,1,A172,1,A192,A201,1,twenties
A11,8,A34,car#1,776,A64,A71,1,A92,A101,4,A124,57,A141,A152,1,A172,1,A192,A201,2,twenties
A14,24,A32,car#1,666,A61,A73,4,A93,A101,3,A124,32,A143,A152,2,A172,2,A192,A201,1,twenties
A12,21,A32,radio#2,3609,A61,A73,4,A93,A101,3,A121,20,A143,A152,2,A173,1,A191,A201,2,thirties
A12,36,A32,equipment#1,1721,A64,A72,4,A93,A101,3,A123,47,A143,A152,1,A172,1,A191,A201,1,twenties
A13,30,A32,business#2,1750,A64,A71,4,A94,A101,4,A123,58,A143,A152,2,A173,1,A191,A201,1,thirties
A14,24,A34,car#1,2659,A61,A73,2,A94,A101,1,A123,74,A143,A151,2,A173,1,A191,A201,2,twenties
A14,15,A32,radio#2,9034,A65,A75,3,A93,A101,3,A121,33,A143,A151,1,A173,1,A191,A201,2,thirties
A14,6,A34,radio#2,5743,A61,A74,4,A93,A101,2,A122,27,A143,A153,2,A172,1,A192,A201,2,forties
A11,21,A32,car#1,2384,A65,A74,3,A92,A101,4,A123,48,A143,A152,1,A172,2,A191,A201,1,twenties
A11,9,A32,used-car#1,6229,A61,A74,2,A94,A101,4,A124,27,A143,A152,2,A173,1,A192,A201,1,fifties
A13,12,A32,business#2,3850,A63,A72,3,A92,A101,4,A123,49,A143,A153,1,A173,1,A191,A201,2,thirties
A14,36,A32,used-car#1,1231,A61,A73,4,A92,A101,1,A122,66,A143,A152,1,A173,1,A191,A201,1,twenties
A12,15,A34,business#2,1797,A61,A71,2,A94,A101,2,A123,45,A141,A152,2,A173,2,A191,A201,1,fifties
A11,48,A31,radio#2,571,A62,A75,4,A93,A101,3,A123,29,A143,A152,1,A173,1,A191,A202,1,twenties
A14,12,A34,television#3,1620,A65,A75,3,A92,A103,4,A124,41,A143,A152,1,A173,1,A191,A202,2,thirties
A11,36,A32,television#3,18424,A63,A75,2,A93,A101,2,A123,34,A141,A152,1,A173,2,A191,A201,1,twenties
A12,30,A31,used-car#1,1236,A62,A71,2,A91,A101,2,A122,47,A143,A152,1,A173,1,A191,A201,1,thirties
A14,12,A31,used-car#1,585,A61,A75,2,A92,A102,4,A121,41,A143,A152,1,A173,1,A192,A201,2,forties
A11,21,A34,television#3,1740,A62,A75,2,A93,A101,3,A121,63,A143,A152,1,A173,1,A192,A201,2,thirties
A11,6,A34,used-car#1,4020,A61,A75,3,A93,A101,2,A121,49,A143,A153,1,A172,1,A192,A201,1,forties
A12,36,A34,car#1,3343,A62,A74,3,A92,A101,3,A123,27,A143,A152,1,A172,1,A191,A201,1,forties
A14,9,A33,television#3,741,A61,A73,4,A93,A103,2,A121,45,A143,A152,1,A173,1,A191,A201,1,thirties
A11,24,A32,television#3,2406,A61,A73,4,A91,A101,4,A121,27,A143,A151,1,A174,1,A192,A201,1,thirties
A11,24,A30,equipment#1,7308,A61,A73,2,A92,A101,2,A124,31,A143,A151,1,A174,1,A192,A201,2,fifties
A14,42,A32,used-car#1,3620,A65,A75,4,A91,A101,4,A121,45,A143,A152,1,A173,1,A191,A202,1,thirties
A14,12,A32,equipment#1,1449,A65,A74,4,A93,A101,2,A123,29,A143,A153,2,A173,1,A191,A201,1,twenties
A11,24,A34,car#1,1597,A65,A75,3,A93,A101,2,A124,41,A141,A151,1,A173,1,A192,A201,1,fifties
A14,24,A32,radio#2,3331,A61,A73,4,A92,A101,2,A121,26,A143,A152,1,A173,1,A191,A201,1,twenties
A14,18,A32,education#1,276,A61,A75,2,A93,A101,2,A121,40,A143,A152,2,A174,1,A191,A201,1,fifties
A14,12,A32,used-car#1,1898,A63,A72,4,A93,A101,2,A124,43,A143,A152,1,A173,1,A191,A201,1,thirties
A11,9,A32,car#1,2302,A61,A75,1,A93,A101,2,A121,39,A143,A152,1,A173,1,A192,A201,1,fifties
A11,12,A31,car#1,1778,A61,A72,1,A92,A101,3,A121,45,A143,A152,1,A174,1,A191,A201,2,fifties
A12,36,A31,used-car#1,3343,A61,A74,2,A91,A101,4,A121,40,A143,A152,1,A174,1,A191,A201,1,forties
A14,18,A34,education#1,2404,A61,A72,4,A92,A101,4,A123,42,A143,A152,1,A173,1,A191,A201,2,thirties
A14,18,A32,business#2,2326,A61,A75,2,A93,A101,3,A121,23,A143,A152,3,A173,1,A192,A201,1,twenties
A14,48,A33,radio#2,1582,A65,A73,2,A92,A101,1,A123,29,A143,A152,1,A172,1,A191,A201,1,sixties
A12,24,A34,education#1,1236,A61,A73,1,A93,A101,1,A121,43,A143,A151,1,A173,1,A192,A201,2,forties
A14,24,A32,television#3,3349,A61,A73,4,A92,A101,4,A123,26,A143,A152,2,A172,1,A192,A201,2,fifties
A14,12,A32,television#3,9572,A61,A75,2,A94,A101,3,A123,50,A141,A152,1,A173,1,A192,A201,2,thirties
A11,36,A31,television#3,1808,A63,A72,3,A92,A101,3,A122,29,A143,A152,1,A172,1,A191,A201,1,thirties
A11,18,A34,radio#2,1893,A62,A73,4,A93,A101,1,A123,34,A143,A152,1,A174,1,A191,A201,1,thirties
A14,24,A33,television#3,976,A61,A74,4,A93,A101,2,A124,37,A143,A152,1,A173,1,A192,A201,1,fifties
A11,14,A32,furniture#1,1901,A65,A73,2,A92,A101,3,A123,64,A143,A152,2,A172,1,A192,A201,1,thirties
A11,24,A32,used-car#1,12612,A63,A73,2,A92,A101,1,A124,26,A143,A152,1,A173,1,A192,A201,1,fifties
A14,48,A33,used-car#1,458,A62,A73,4,A93,A101,4,A123,24,A143,A151,1,A173,2,A192,A201,1,thirties
A11,24,A32,business#2,2622,A61,A74,2,A91,A101,4,A123,32,A141,A153,2,A173,2,A192,A201,1,thirties
A11,18,A32,purpose#2,4042,A62,A74,3,A93,A101,4,A122,32,A141,A152,1,A173,1,A192,A201,2,thirties
A11,30,A32,radio#2,15672,A64,A73,4,A93,A101,4,A121,35,A143,A152,2,A172,1,A192,A201,1,twenties
A12,24,A34,business#2,3650,A65,A73,4,A93,A101,3,A122,36,A143,A151,1,A174,1,A191,A201,1,forties
A12,18,A32,business#2,5951,A62,A75,4,A93,A101,4,A124,26,A143,A152,1,A172,1,A191,A201,2,twenties
A14,48,A32,car#1,2859,A63,A71,2,A93,A102,1,A121,25,A143,A153,1,A173,1,A192,A201,1,twenties
A11,30,A33,car#1,1244,A61,A74,1,A92,A101,1,A123,61,A142,A151,1,A172,2,A191,A201,1,sixties
A12,12,A34,car#1,1647,A61,A73,4,A93,A101,4,A122,26,A141,A151,2,A174,2,A192,A201,1,twenties
A11,18,A32,television#3,1740,A63,A75,1,A92,A101,3,A121,39,A143,A151,1,A173,1,A191,A201,1,sixties
A11,18,A32,business#2,5096,A61,A72,4,A91,A101,4,A123,26,A143,A152,2,A174,1,A191,A201,1,fifties
A11,24,A32,radio#2,745,A61,A75,4,A93,A101,2,A124,46,A143,A153,2,A174,1,A192,A201,1,thirties
A11,12,A32,car#1,1163,A61,A73,4,A93,A101,1,A124,21,A143,A152,2,A174,1,A192,A201,1,fifties
A12,24,A31,business#2,1503,A63,A73,4,A94,A103,4,A122,23,A143,A152,1,A173,1,A192,A201,1,thirties
A14,12,A34,equipment#1,2145,A65,A73,4,A92,A101,3,A121,31,A141,A151,1,A173,1,A192,A201,1,twenties
A11,10,A32,business#2,3621,A63,A73,4,A93,A102,3,A123,23,A142,A152,1,A173,1,A191,A201,1,thirties
A14,12,A34,business#2,7374,A61,A73,4,A92,A101,4,A123,20,A143,A151,2,A173,1,A192,A201,2,twenties
A14,12,A34,business#2,1591,A61,A74,4,A92,A101,4,A122,24,A143,A152,1,A173,1,A191,A201,2,twenties
A14,24,A32,radio#2,585,A65,A73,2,A93,A101,4,A124,43,A141,A153,1,A173,1,A192,A201,2,thirties
A14,12,A32,equipment#1,2910,A61,A75,2,A93,A101,3,A124,34,A143,A152,1,A172,1,A191,A201,1,twenties
A14,11,A32,car#1,4795,A61,A74,4,A93,A101,3,A123,38,A141,A153,1,A173,1,A192,A201,1,thirties
A12,18,A34,television#3,1860,A61,A73,2,A92,A102,4,A124,26,A143,A152,1,A173,1,A192,A201,1,twenties
A12,18,A32,equipment#1,12749,A61,A73,1,A93,A101,2,A124,36,A143,A152,1,A172,1,A191,A201,1,forties
A11,12,A34,repair#1,2051,A61,A72,2,A93,A101,4,A121,30,A143,A152,1,A173,1,A192,A201,2,twenties
A12,18,A34,car#1,4594,A65,A73,4,A91,A101,2,A123,35,A143,A152,2,A173,1,A191,A202,1,forties
A14,36,A34,equipment#1,1938,A61,A73,1,A92,A101,2,A123,42,A143,A152,1,A174,1,A191,A201,1,twenties
A12,11,A34,equipment#1,2366,A61,A72,3,A93,A103,3,A122,48,A141,A152,2,A173,1,A191,A201,1,twenties
A14,8,A34,car#1,1068,A61,A71,3,A93,A101,2,A124,31,A143,A152,1,A173,1,A191,A201,1,twenties
A13,21,A32,radio#2,1318,A61,A75,4,A93,A101,4,A121,28,A143,A152,1,A172,1,A192,A201,1,thirties
A14,18,A30,car#1,3149,A61,A73,4,A94,A102,4,A123,36,A143,A151,2,A173,1,A192,A201,1,twenties
A12,18,A32,repair#1,2799,A61,A73,2,A93,A101,3,A123,38,A143,A152,1,A171,1,A191,A201,1,twenties
A14,9,A32,car#1,10961,A61,A73,1,A93,A101,2,A122,28,A143,A152,1,A172,1,A191,A201,2,thirties
A11,36,A34,car#1,1154,A65,A72,2,A92,A101,3,A122,38,A143,A152,2,A174,2,A191,A201,1,forties
A11,10,A34,car#1,518,A61,A74,4,A93,A101,3,A123,44,A143,A152,1,A173,1,A192,A201,1,twenties
A14,15,A30,home_appliance#1,10477,A61,A73,2,A92,A101,2,A122,26,A143,A153,2,A173,1,A191,A201,2,thirties
A12,18,A31,radio#2,3590,A64,A75,4,A93,A101,2,A121,66,A143,A152,1,A173,1,A191,A201,1,twenties
A14,12,A30,education#1,1568,A61,A75,4,A93,A101,2,A121,31,A143,A152,1,A173,1,A191,A201,2,twenties
A12,24,A32,television#3,8335,A61,A73,2,A92,A101,4,A124,43,A141,A152,2,A173,1,A191,A201,1,twenties
A14,24,A32,television#3,618,A65,A75,1,A93,A101,2,A121,29,A143,A152,2,A174,1,A191,A201,1,forties
A12,15,A32,business#2,2249,A61,A73,2,A92,A101,4,A122,22,A143,A152,1,A174,2,A191,A201,1,forties
A13,36,A32,equipment#1,3777,A62,A73,2,A93,A101,2,A122,44,A143,A153,2,A172,2,A191,A201,1,thirties
A13,24,A31,furniture#1,1237,A63,A73,4,A92,A101,2,A124,27,A141,A152,1,A173,2,A192,A201,1,thirties
A11,24,A32,used-car#1,585,A61,A74,1,A93,A101,2,A121,38,A141,A152,2,A173,1,A191,A201,1,twenties
A11,24,A32,radio#2,3059,A62,A75,4,A92,A101,4,A121,61,A143,A152,2,A173,1,A191,A201,1,thirties
A12,30,A34,repair#1,1262,A61,A72,3,A92,A101,4,A122,65,A141,A151,2,A173,1,A191,A201,1,thirties
A14,12,A31,used-car#1,5943,A62,A74,4,A93,A101,4,A122,46,A143,A152,2,A173,2,A191,A201,1,sixties
A14,12,A32,used-car#1,3566,A61,A73,1,A94,A101,2,A124,27,A143,A151,1,A172,1,A192,A201,1,twenties
A12,8,A32,radio#2,2273,A61,A73,2,A93,A101,2,A122,36,A143,A151,1,A173,1,A191,A201,1,thirties
A14,18,A32,television#3,18424,A61,A73,3,A94,A101,3,A123,29,A143,A151,1,A173,1,A191,A201,1,thirties
A13,12,A32,radio#2,1740,A63,A75,4,A91,A101,4,A121,49,A143,A151,1,A173,1,A192,A201,1,thirties
A12,12,A32,furniture#1,1262,A61,A71,4,A93,A101,3,A124,39,A141,A153,1,A173,1,A192,A202,2,thirties
A11,12,A32,business#2,7582,A61,A73,2,A94,A101,3,A121,39,A143,A152,1,A172,1,A192,A201,2,thirties
A11,36,A33,education#1,1478,A65,A73,4,A92,A101,3,A121,29,A143,A152,2,A172,1,A192,A201,2,twenties
A14,12,A33,car#1,1301,A61,A73,2,A92,A101,2,A123,75,A143,A151,3,A172,1,A192,A201,1,twenties
A12,24,A33,television#3,8358,A61,A74,3,A92,A101,4,A121,41,A143,A152,1,A173,1,A191,A201,1,twenties
A14,18,A32,furniture#1,5954,A62,A72,4,A92,A101,1,A121,34,A143,A153,2,A173,1,A191,A201,2,twenties
A12,36,A33,radio#2,1505,A62,A74,1,A92,A103,2,A121,33,A143,A152,2,A172,1,A192,A201,2,twenties
A12,16,A32,home_appliance#1,2679,A61,A73,4,A93,A101,2,A123,52,A143,A152,1,A173,1,A192,A201,1,thirties
A12,48,A34,business#2,6143,A61,A75,3,A92,A101,4,A121,26,A142,A152,3,A173,1,A191,A201,2,thirties
A12,24,A34,used-car#1,6836,A61,A73,4,A94,A103,1,A121,45,A143,A151,2,A172,1,A191,A201,2,twenties
A14,20,A32,purpose#2,1007,A65,A74,1,A93,A101,2,A122,24,A143,A152,1,A174,2,A191,A201,2,thirties
A12,24,A34,equipment#1,1655,A61,A75,4,A93,A101,4,A121,33,A141,A152,1,A173,1,A192,A201,1,thirties
A11,24,A33,radio#2,3349,A62,A72,4,A92,A101,4,A122,30,A143,A151,1,A173,1,A191,A202,1,thirties
A14,30,A30,car#1,7228,A62,A72,1,A92,A101,4,A123,50,A143,A151,1,A174,2,A191,A202,2,twenties
A13,24,A34,radio#2,1935,A61,A75,3,A93,A101,3,A124,26,A143,A152,4,A173,1,A191,A201,2,twenties
A14,8,A32,furniture#1,1478,A61,A75,3,A93,A101,4,A123,28,A143,A151,1,A173,1,A192,A201,1,twenties
A11,6,A32,repair#1,3595,A61,A72,2,A93,A101,2,A123,25,A143,A152,1,A174,1,A191,A201,1,thirties
A12,24,A34,furniture#1,3190,A61,A75,4,A93,A101,4,A124,27,A143,A152,2,A172,1,A191,A201,1,sixties
A12,12,A34,television#3,6224,A61,A72,4,A94,A102,2,A122,29,A143,A152,1,A173,1,A191,A201,1,forties
A14,18,A32,television#3,640,A61,A72,3,A92,A101,1,A123,38,A143,A152,3,A171,1,A191,A201,2,forties
A14,15,A34,equipment#1,3959,A61,A75,4,A93,A101,4,A124,31,A143,A153,1,A173,1,A191,A201,2,thirties
A14,18,A32,furniture#1,454,A61,A74,4,A93,A103,2,A122,25,A143,A152,2,A173,1,A192,A201,2,twenties
A14,12,A32,business#2,1049,A65,A74,2,A92,A101,3,A123,42,A143,A152,2,A173,2,A191,A201,1,twenties
A14,36,A34,used-car#1,2030,A61,A73,4,A93,A102,3,A123,42,A141,A151,1,A173,1,A191,A201,2,forties
A11,10,A32,car#1,3430,A61,A73,4,A92,A101,3,A123,26,A142,A152,1,A172,1,A191,A201,1,twenties
A13,48,A34,furniture#1,2629,A65,A74,4,A93,A101,2,A121,22,A143,A151,1,A172,1,A192,A201,1,thirties
A12,13,A30,used-car#1,5234,A61,A74,2,A94,A101,2,A124,31,A143,A152,1,A174,1,A192,A201,2,twenties
A12,42,A32,equipment#1,1236,A62,A74,4,A93,A101,2,A123,42,A143,A152,2,A174,2,A191,A201,1,forties
A14,20,A32,radio#2,1655,A61,A73,4,A93,A101,4,A123,34,A143,A151,1,A173,1,A192,A201,2,forties
A14,48,A31,car#1,3594,A61,A73,2,A93,A101,4,A121,57,A143,A151,2,A173,2,A192,A201,1,thirties
A14,24,A32,radio#2,14179,A61,A73,4,A92,A101,2,A121,28,A143,A152,1,A171,2,A191,A201,1,twenties
A14,6,A32,radio#2,2578,A65,A73,4,A92,A101,4,A123,27,A143,A152,2,A173,1,A191,A201,1,thirties
A14,6,A32,education#1,2058,A61,A74,4,A92,A102,4,A121,41,A142,A153,1,A173,1,A191,A201,1,fifties
A11,48,A32,television#3,5084,A61,A72,2,A93,A101,2,A122,44,A143,A152,1,A172,1,A191,A201,1,forties
A11,27,A34,radio#2,888,A65,A73,2,A92,A101,2,A121,58,A143,A153,1,A171,1,A191,A201,2,thirties
A14,36,A32,business#2,2064,A61,A73,2,A93,A101,4,A122,35,A143,A151,1,A173,1,A192,A201,1,thirties
A13,21,A34,television#3,1082,A61,A73,4,A92,A101,2,A123,22,A143,A152,1,A173,2,A191,A201,1,forties
A11,12,A32,used-car#1,3384,A61,A73,4,A93,A102,2,A121,28,A143,A152,1,A172,1,A191,A201,1,thirties
A14,13,A34,car#1,1823,A62,A75,4,A93,A101,3,A122,44,A143,A151,1,A173,1,A191,A201,1,thirties
A11,30,A34,television#3,3573,A63,A75,2,A93,A101,3,A123,35,A143,A152,1,A173,2,A191,A201,1,teens
A14,45,A33,radio#2,518,A61,A75,4,A92,A101,4,A122,26,A143,A152,2,A173,1,A192,A201,1,thirties
A14,24,A34,radio#2,1819,A65,A75,2,A92,A101,1,A124,24,A143,A153,2,A173,2,A191,A201,2,seventies
A12,12,A33,radio#2,1309,A61,A75,3,A93,A101,1,A121,31,A143,A153,1,A173,1,A191,A201,2,twenties
A14,30,A33,radio#2,2404,A65,A71,4,A93,A101,1,A123,27,A143,A152,1,A174,1,A192,A201,2,thirties
A11,12,A33,home_appliance#1,4526,A65,A74,4,A93,A103,1,A121,60,A143,A152,2,A173,1,A191,A202,1,twenties
A14,24,A32,business#2,2069,A61,A75,3,A92,A101,4,A122,50,A143,A152,2,A172,1,A192,A201,1,twenties
A11,12,A34,equipment#1,1098,A61,A73,1,A92,A101,4,A123,28,A141,A152,1,A173,2,A192,A201,1,thirties
A12,27,A32,television#3,884,A61,A72,2,A92,A101,1,A122,40,A143,A152,2,A173,2,A191,A201,2,thirties
A12,24,A30,television#3,1919,A61,A72,4,A93,A102,4,A121,74,A141,A153,1,A173,1,A191,A201,2,thirties
A14,24,A30,radio#2,6615,A61,A75,4,A91,A101,4,A124,24,A143,A151,1,A172,2,A191,A201,1,thirties
A12,6,A32,car#1,1469,A65,A73,4,A93,A101,2,A124,34,A143,A152,1,A173,1,A192,A201,1,thirties
A14,36,A32,business#2,707,A61,A73,4,A93,A101,4,A121,31,A143,A153,1,A172,1,A192,A201,1,thirties
A14,6,A34,car#1,1101,A62,A72,4,A93,A101,2,A122,30,A143,A152,1,A173,1,A191,A201,2,twenties
A12,6,A32,business#2,717,A61,A73,1,A93,A101,3,A122,32,A143,A152,2,A174,1,A192,A201,1,forties
A14,15,A32,equipment#1,2751,A65,A75,2,A93,A101,4,A124,39,A141,A152,1,A173,1,A192,A201,2,fifties
A11,36,A32,education#1,6187,A63,A73,2,A93,A103,2,A124,30,A143,A151,1,A171,1,A191,A201,2,thirties
A13,36,A32,television#3,7966,A64,A73,2,A93,A101,4,A122,37,A143,A152,2,A173,1,A192,A201,1,twenties
A11,48,A34,used-car#1,6304,A61,A74,2,A93,A101,4,A121,61,A143,A152,2,A174,1,A192,A201,1,twenties
A11,12,A30,car#1,2831,A61,A75,3,A93,A101,4,A123,27,A143,A152,1,A172,1,A191,A201,1,twenties
A12,24,A32,radio#2,691,A62,A72,4,A92,A101,3,A122,41,A143,A152,1,A173,1,A192,A201,1,fifties
A11,12,A32,education#1,1216,A61,A74,2,A91,A101,1,A121,55,A143,A152,1,A173,1,A191,A201,2,thirties
A14,24,A34,home_appliance#1,590,A61,A73,4,A94,A101,2,A121,45,A143,A151,1,A173,2,A192,A201,1,twenties
A14,15,A32,car#1,3973,A61,A75,1,A94,A101,4,A124,64,A143,A152,2,A173,1,A191,A201,1,sixties
A11,36,A32,television#3,1553,A61,A74,4,A92,A101,4,A121,22,A143,A152,2,A173,1,A191,A201,1,thirties
A11,6,A32,business#2,1864,A61,A75,3,A93,A101,3,A121,29,A143,A152,2,A173,1,A191,A201,1,thirties
A14,24,A31,car#1,3345,A65,A75,2,A92,A101,1,A123,23,A143,A152,1,A173,1,A191,A201,1,forties
A11,12,A33,television#3,3195,A61,A73,3,A93,A101,2,A122,39,A143,A152,1,A173,1,A191,A201,1,forties
A14,18,A32,radio#2,1108,A61,A72,4,A92,A101,2,A124,36,A143,A151,2,A173,1,A192,A201,1,thirties
A11,21,A32,furniture#1,12204,A62,A73,4,A93,A103,1,A123,36,A143,A153,1,A173,1,A192,A201,1,twenties
A11,24,A31,car#1,2058,A61,A73,4,A92,A101,4,A122,40,A143,A152,3,A174,1,A192,A201,1,twenties
A12,12,A33,furniture#1,3609,A65,A75,1,A92,A101,4,A123,23,A143,A152,2,A173,1,A191,A201,1,twenties
A11,36,A32,radio#2,1338,A61,A73,4,A93,A101,1,A121,23,A143,A151,1,A173,1,A191,A201,2,fifties
A14,9,A32,furniture#1,3001,A61,A75,2,A93,A101,4,A123,36,A143,A151,2,A173,2,A192,A201,1,twenties
A12,24,A34,education#1,2728,A61,A73,4,A93,A101,1,A123,23,A143,A152,1,A172,1,A191,A201,1,thirties
A14,6,A30,used-car#1,1442,A61,A73,3,A93,A101,3,A123,31,A143,A151,1,A173,1,A192,A201,2,sixties
A14,24,A31,car#1,909,A61,A72,4,A92,A101,2,A122,37,A143,A152,2,A173,1,A191,A201,1,thirties
A14,12,A30,used-car#1,3186,A61,A72,4,A92,A101,4,A124,21,A143,A151,1,A173,1,A191,A201,2,sixties
A12,9,A32,furniture#1,1053,A65,A72,3,A92,A101,4,A123,24,A141,A152,1,A173,1,A191,A201,1,thirties
A12,10,A32,radio#2,1225,A61,A75,2,A93,A101,2,A121,39,A143,A152,1,A173,1,A191,A201,1,twenties
A12,24,A33,car#1,2145,A61,A72,1,A93,A101,4,A122,34,A143,A152,1,A173,1,A191,A201,1,thirties
A11,18,A34,television#3,1546,A65,A71,4,A92,A101,2,A123,25,A141,A152,1,A173,1,A191,A201,1,thirties
A11,6,A32,repair#1,2080,A61,A73,1,A93,A101,3,A124,56,A143,A151,1,A174,1,A192,A201,1,sixties
A14,18,A34,business#2,939,A61,A73,4,A93,A101,3,A122,35,A143,A152,2,A173,1,A191,A201,2,seventies
A14,12,A34,retraining#1,1409,A61,A72,3,A94,A101,4,A122,49,A143,A152,2,A173,1,A192,A201,2,sixties
A14,8,A34,car#1,2221,A61,A74,2,A92,A101,3,A121,27,A143,A153,1,A173,1,A192,A201,2,thirties
A14,24,A34,radio#2,8471,A65,A74,1,A93,A101,2,A122,36,A141,A151,1,A173,1,A191,A201,1,thirties
